Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,day_of_differentiation
SRR11863527,RNA-Seq,75,370573875,PRJNA635600,SAMN15044399,135874650,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415160,GSM4572621,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572621,Single Dermal Fibroblast,SRP265084,
SRR11863528,RNA-Seq,75,614776725,PRJNA635600,SAMN15044395,229117642,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415161,GSM4572622,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572622,Single Dermal Fibroblast,SRP265084,
SRR11863529,RNA-Seq,75,95898675,PRJNA635600,SAMN15044394,36077816,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415162,GSM4572623,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572623,Single Dermal Fibroblast,SRP265084,
SRR11863530,RNA-Seq,75,366589275,PRJNA635600,SAMN15044393,136886266,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415163,GSM4572624,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572624,Single Dermal Fibroblast,SRP265084,
SRR11863531,RNA-Seq,75,268902900,PRJNA635600,SAMN15044392,100241919,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415164,GSM4572625,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572625,Single Dermal Fibroblast,SRP265084,
SRR11863532,RNA-Seq,75,132820875,PRJNA635600,SAMN15044398,50221956,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415165,GSM4572626,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572626,Single Dermal Fibroblast,SRP265084,
SRR11863533,RNA-Seq,75,126736875,PRJNA635600,SAMN15044397,46519554,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415166,GSM4572627,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572627,Single Dermal Fibroblast,SRP265084,
SRR11863534,RNA-Seq,75,324693675,PRJNA635600,SAMN15044396,117294525,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415167,GSM4572628,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572628,Single Dermal Fibroblast,SRP265084,
SRR11863535,RNA-Seq,75,162615600,PRJNA635600,SAMN15044391,61702458,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415168,GSM4572629,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572629,Single Dermal Fibroblast,SRP265084,
SRR11863536,RNA-Seq,75,127858650,PRJNA635600,SAMN15044390,47870278,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415681,GSM4572630,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572630,Single Dermal Fibroblast,SRP265084,
SRR11863537,RNA-Seq,75,139384350,PRJNA635600,SAMN15044389,50383218,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415682,GSM4572631,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572631,Single Dermal Fibroblast,SRP265084,
SRR11863538,RNA-Seq,75,202373625,PRJNA635600,SAMN15044388,76048910,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415683,GSM4572632,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572632,Single Dermal Fibroblast,SRP265084,
SRR11863539,RNA-Seq,75,121088250,PRJNA635600,SAMN15044387,45895340,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415684,GSM4572633,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572633,Single Dermal Fibroblast,SRP265084,
SRR11863540,RNA-Seq,75,294768000,PRJNA635600,SAMN15044386,110401777,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415685,GSM4572634,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572634,Single Dermal Fibroblast,SRP265084,
SRR11863541,RNA-Seq,75,80408250,PRJNA635600,SAMN15044385,31323534,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415686,GSM4572635,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572635,Single Dermal Fibroblast,SRP265084,
SRR11863542,RNA-Seq,75,262466775,PRJNA635600,SAMN15044384,96462670,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415687,GSM4572636,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572636,Single Dermal Fibroblast,SRP265084,
SRR11863543,RNA-Seq,75,132408225,PRJNA635600,SAMN15044383,48906741,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415688,GSM4572637,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572637,Single Dermal Fibroblast,SRP265084,
SRR11863544,RNA-Seq,75,251460675,PRJNA635600,SAMN15044382,96219807,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415689,GSM4572638,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572638,Single Dermal Fibroblast,SRP265084,
SRR11863545,RNA-Seq,75,121152975,PRJNA635600,SAMN15044517,44391331,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415690,GSM4572639,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572639,Single Dermal Fibroblast,SRP265084,
SRR11863546,RNA-Seq,75,128416425,PRJNA635600,SAMN15044516,47037628,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415691,GSM4572640,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572640,Single Dermal Fibroblast,SRP265084,
SRR11863547,RNA-Seq,75,166041300,PRJNA635600,SAMN15044515,63269774,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415692,GSM4572641,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572641,Single Dermal Fibroblast,SRP265084,
SRR11863548,RNA-Seq,75,149109525,PRJNA635600,SAMN15044514,55937959,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415693,GSM4572642,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572642,Single Dermal Fibroblast,SRP265084,
SRR11863549,RNA-Seq,75,515986650,PRJNA635600,SAMN15044513,192072180,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415694,GSM4572643,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572643,Single Dermal Fibroblast,SRP265084,
SRR11863550,RNA-Seq,75,225033900,PRJNA635600,SAMN15044512,84591673,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415695,GSM4572644,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572644,Single Dermal Fibroblast,SRP265084,
SRR11863551,RNA-Seq,75,256033425,PRJNA635600,SAMN15044511,91804230,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415696,GSM4572645,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572645,Single Dermal Fibroblast,SRP265084,
SRR11863552,RNA-Seq,75,172127625,PRJNA635600,SAMN15044510,62641100,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413418,GSM4572646,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572646,Single Dermal Fibroblast,SRP265084,
SRR11863553,RNA-Seq,75,86721075,PRJNA635600,SAMN15044509,32579328,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413419,GSM4572647,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572647,Single Dermal Fibroblast,SRP265084,
SRR11863554,RNA-Seq,75,241733775,PRJNA635600,SAMN15044508,89009594,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413420,GSM4572648,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572648,Single Dermal Fibroblast,SRP265084,
SRR11863555,RNA-Seq,75,265770225,PRJNA635600,SAMN15044507,100098190,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413421,GSM4572649,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572649,Single Dermal Fibroblast,SRP265084,
SRR11863556,RNA-Seq,75,93488700,PRJNA635600,SAMN15044506,34718625,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413422,GSM4572650,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572650,Single Dermal Fibroblast,SRP265084,
SRR11863557,RNA-Seq,75,175856325,PRJNA635600,SAMN15044505,66671780,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413423,GSM4572651,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572651,Single Dermal Fibroblast,SRP265084,
SRR11863558,RNA-Seq,75,212496000,PRJNA635600,SAMN15044504,77055449,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413424,GSM4572652,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572652,Single Dermal Fibroblast,SRP265084,
SRR11863559,RNA-Seq,75,35497650,PRJNA635600,SAMN15044503,13659082,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413425,GSM4572653,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4572653,Single Dermal Fibroblast,SRP265084,
SRR11863560,RNA-Seq,75,309491025,PRJNA635600,SAMN15044502,114779114,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413426,GSM4572654,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572654,Single Dermal Fibroblast,SRP265084,
SRR11863561,RNA-Seq,75,251222625,PRJNA635600,SAMN15044501,90059138,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413427,GSM4572655,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572655,Single Dermal Fibroblast,SRP265084,
SRR11863562,RNA-Seq,75,258724800,PRJNA635600,SAMN15044500,98154833,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413428,GSM4572656,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572656,Single Dermal Fibroblast,SRP265084,
SRR11863563,RNA-Seq,75,44793975,PRJNA635600,SAMN15044499,16248078,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413429,GSM4572657,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572657,Single Dermal Fibroblast,SRP265084,
SRR11863564,RNA-Seq,75,279533025,PRJNA635600,SAMN15044498,105325094,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413430,GSM4572658,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572658,Single Dermal Fibroblast,SRP265084,
SRR11863565,RNA-Seq,75,143827950,PRJNA635600,SAMN15044497,51738616,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413431,GSM4572659,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572659,Single Dermal Fibroblast,SRP265084,
SRR11863566,RNA-Seq,75,243711750,PRJNA635600,SAMN15044496,91574644,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413432,GSM4572660,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572660,Single Dermal Fibroblast,SRP265084,
SRR11863567,RNA-Seq,75,86293650,PRJNA635600,SAMN15044495,31851016,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413433,GSM4572661,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572661,Single Dermal Fibroblast,SRP265084,
SRR11863568,RNA-Seq,75,174411825,PRJNA635600,SAMN15044494,64818020,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413985,GSM4572662,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572662,Single Dermal Fibroblast,SRP265084,
SRR11863569,RNA-Seq,75,182011275,PRJNA635600,SAMN15044493,67390608,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413986,GSM4572663,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572663,Single Dermal Fibroblast,SRP265084,
SRR11863570,RNA-Seq,75,71681850,PRJNA635600,SAMN15044492,26651346,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413987,GSM4572664,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572664,Single Dermal Fibroblast,SRP265084,
SRR11863571,RNA-Seq,75,218029650,PRJNA635600,SAMN15044491,78034968,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413988,GSM4572665,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572665,Single Dermal Fibroblast,SRP265084,
SRR11863572,RNA-Seq,75,198939750,PRJNA635600,SAMN15044490,72687707,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413989,GSM4572666,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572666,Single Dermal Fibroblast,SRP265084,
SRR11863573,RNA-Seq,75,629140725,PRJNA635600,SAMN15044489,234302301,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413990,GSM4572667,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572667,Single Dermal Fibroblast,SRP265084,
SRR11863574,RNA-Seq,75,171349800,PRJNA635600,SAMN15044488,64444380,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413991,GSM4572668,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572668,Single Dermal Fibroblast,SRP265084,
SRR11863575,RNA-Seq,75,140634375,PRJNA635600,SAMN15044487,52649178,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413992,GSM4572669,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572669,Single Dermal Fibroblast,SRP265084,
SRR11863576,RNA-Seq,75,136729050,PRJNA635600,SAMN15044486,50989916,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413993,GSM4572670,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572670,Single Dermal Fibroblast,SRP265084,
SRR11863577,RNA-Seq,75,278429175,PRJNA635600,SAMN15044485,106191774,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413994,GSM4572671,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572671,Single Dermal Fibroblast,SRP265084,
SRR11863578,RNA-Seq,75,162367350,PRJNA635600,SAMN15044484,59414884,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413995,GSM4572672,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572672,Single Dermal Fibroblast,SRP265084,
SRR11863579,RNA-Seq,75,499730100,PRJNA635600,SAMN15044483,182226588,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413996,GSM4572673,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572673,Single Dermal Fibroblast,SRP265084,
SRR11863580,RNA-Seq,75,568818300,PRJNA635600,SAMN15044482,208879676,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413997,GSM4572674,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:45:00Z,1,GSM4572674,Single Dermal Fibroblast,SRP265084,
SRR11863581,RNA-Seq,75,171784800,PRJNA635600,SAMN15044481,62401081,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413998,GSM4572675,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572675,Single Dermal Fibroblast,SRP265084,
SRR11863582,RNA-Seq,75,302879550,PRJNA635600,SAMN15044480,112765642,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413999,GSM4572676,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572676,Single Dermal Fibroblast,SRP265084,
SRR11863583,RNA-Seq,75,486237750,PRJNA635600,SAMN15044479,185662796,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414000,GSM4572677,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:44:00Z,1,GSM4572677,Single Dermal Fibroblast,SRP265084,
SRR11863584,RNA-Seq,75,93666600,PRJNA635600,SAMN15044478,34706333,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414567,GSM4572678,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:42:00Z,1,GSM4572678,Single Dermal Fibroblast,SRP265084,
SRR11863585,RNA-Seq,75,202606875,PRJNA635600,SAMN15044477,73461737,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414568,GSM4572679,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572679,Single Dermal Fibroblast,SRP265084,
SRR11863586,RNA-Seq,75,221704800,PRJNA635600,SAMN15044476,84008434,primary cell,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414569,GSM4572680,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:43:00Z,1,GSM4572680,Single Dermal Fibroblast,SRP265084,
